siteid,code,status,name,site_type
0DRDJENE85AZY,INJODTH,ACTIVE,Jodhpur Thar Dry Port,DEPOT
1F764VAL2J4SA,JPIYO01,ACTIVE,Iyomishima CY,TERMINAL
2TZ1AEJKD9VVK,RUMOWSM,ACTIVE,Smolenskaya Rail Station,RAIL TERMINAL
TJDFTE2JR0VQO,AEDXBDA,ACTIVE,DUBAI ANCHORAGE - BUNKER,TERMINAL
0QWFSMYD41QT9,CNZHUWF,INACTIVE,Wangfoong Transportation Ltd,BARGE TERMINAL
TAQLI6QIH3HK2,USSWPWL,ACTIVE,Windspeed Logistics,DEPOT
AZUUUWPIJ2HD1,NOBGNHK,INACTIVE,HK Depot,DEPOT
1011683536233,USKSS30P,INACTIVE,Coleman Outdoor Products Inc.,CUSTOMER LOCATION
7351814511862,NLROT49P,INACTIVE,TRUCKER DEPOT SITRA ZAANDAM,DEPOT
1106590037749,MYPGD30P,ACTIVE,TIONG NAM ALLIED CONTAINER DEPOT,TERMINAL
1QOX0AK4D0AJC,BEANT06,INACTIVE,Forrest Products Kaai,TERMINAL
0GMQRIFE8POC6,MUPLO01,ACTIVE,MFD depot,DEPOT
3TZDNO5CTVLX3,USPXC20P,INACTIVE,Pillowtex,CUSTOMER LOCATION
0QX6S8N7IDCZ9,NLROTR22,ACTIVE,UWT Bunschotenweg,DEPOT
GLJKVHRU94ATR,ARPDOCO,ACTIVE,COSTANERA SA,DEPOT
UGBGLGYZPRSAG,SVACJPO,ACTIVE,Opsal Acajutla,DEPOT
OV6HCGXUZJYUW,JPSKTTM,ACTIVE,SAKATA TERMINAL,TERMINAL
3VVXCCDGH2QF7,FRLEH16,INACTIVE,Le Havre Maersk France s.a.,TERMINAL
3VC995F6IR6JM,KZPETRR,ACTIVE,Petropavlovsk Rail Terminal,RAIL TERMINAL
1132879597662,UADNP30P,ACTIVE,Tamozhenny Post No 1,DEPOT
21NJ7NVF3BXQ6,,INACTIVE,Montcada I Reixac,TO BE UPDATED
UAV0FHL1EVHR7,ARCORLP,ACTIVE,LAS PERDICES,RAIL TERMINAL
3BMGJNO5WQU0V,IDJKT08,ACTIVE,Jakarta - Dwipa/Utc Depot,DEPOT
8445099875538,USMIA30P,ACTIVE,MIAMI CONTAINER,DEPOT
3J1LPGIP521ZE,ZAP1R13,INACTIVE,Pretoria - GCSS facility,CUSTOMER LOCATION
2XE7OZN09DTA7,,INACTIVE,Victorville,TO BE UPDATED
08KL3EQPXCFRP,CNNA1NY,ACTIVE,Nansha Nanyang Int'l Shipping Ltd,BARGE TERMINAL
6118619295824,BRJUN30P,ACTIVE,TRANSPORTE E COMERCIO FASSINA LTDA.,DEPOT
310YXL22IVZ3V,USRCXUP,ACTIVE,UPRR Global III,RAIL TERMINAL
7234932629967,USHOU31P,INACTIVE,INTERMODAL CARTAGE COMPANY,DEPOT
27DWISR96OKAB,CN6J6GS,INACTIVE,Golden Wheel (C+HK) Shipping Ltd,BARGE TERMINAL
5709916998497,USDET32P,INACTIVE,Luco S Yard,DEPOT
1VCGQ1VW6BKCI,USSLCAC,INACTIVE,Salt Lake Air Cargo,DEPOT
AZSLFC0N4YVNF,NZWELSP,INACTIVE,Specialised Container Services WELL,DEPOT
05H53JJTPKADA,,INACTIVE,Ibarra - Imbabura,TO BE UPDATED
20TJ1MS4FZT6H,ZAPLZ10,INACTIVE,CMCG - Dry,DEPOT
UE3QC1QK3MQDM,USPHXAI,ACTIVE,Absolute Intermodal,DEPOT
8677525380010,USORF38P,ACTIVE,Commonwealth Marine,DEPOT
248P5OCZRLUAV,USVIV01,INACTIVE,Vidalia Apparel,CUSTOMER LOCATION
3JPD6QYUTSYP2,USCBLFL,INACTIVE,Campbellsville Dist. Ctr.,CUSTOMER LOCATION
09NL8S709VT1O,USJOC31P,INACTIVE,New Filecas of America,CUSTOMER LOCATION
3Q4OAVCI1FHBZ,,INACTIVE,Merate,TO BE UPDATED
5408377226167,DEHAM55P,INACTIVE,United Depots Container Service Gmb,DEPOT
1GN9J2Q23PWW0,GBABD03,ACTIVE,"Aberdeen, Searoute Port Services",DEPOT
0ZBMDVVU4H8MK,JPSHI01,ACTIVE,Shimonoseki CY,TERMINAL
2UJ6YG04KND8Y,NZTAWFN,ACTIVE,Te Awamutu Fonterra,CUSTOMER LOCATION
2ESPFTI8V9HKN,BEDMF01,ACTIVE,Delcatrans,DEPOT
03I6UQO2EC5P8,USILMBT,INACTIVE,"Wilmington, BTT",DEPOT
1VW2UBL92J3I7,,INACTIVE,St Elmo,TO BE UPDATED
0Y8H298CB0HXF,SESOE01,ACTIVE,Soedertaelje Hamn,TERMINAL
2XEM6SSJ6L1TR,USMKC03,INACTIVE,Ford Motor Imports American Deliver,CUSTOMER LOCATION
2CGB5NOS6T90D,MYLPK08,ACTIVE,New Eng Kong 3,DEPOT
03AM4TU52WFWF,USCHSAA,INACTIVE,Charleston Sc Port Marine,TERMINAL
0IMI4Z5LU388V,,INACTIVE,Baltimore/Mcsc-Universal,TO BE UPDATED
2A4LI5VPXNHQ7,USAUTAB,INACTIVE,Abbott Labs,CUSTOMER LOCATION
28HD52KU66XRZ,,INACTIVE,Simi Valley,TO BE UPDATED
14IYI2E7MFFJZ,GBGRY03,ACTIVE,Grays,TO BE UPDATED
0RND8VHH7VPMM,AUFRECN,ACTIVE,"P&O Trans Depot, Irene St",DEPOT
3U3HN6CO9HFRC,,INACTIVE,B. Polkinghorn Inc.,TERMINAL
2LS0XS1FMLE8K,GBATH01,ACTIVE,"ATHERTON, SIBCAS",DEPOT
182MZW4GLCLTR,,INACTIVE,Vienna      Ga,TO BE UPDATED
00AL88IKTYF7J,USMIALI,INACTIVE,Miami Ltl Intl,TERMINAL
2K412SOY6X7HB,ESAVS02,INACTIVE,Pls use ESAVSRT,DEPOT
UZRYPGT1R6NFI,INCCUTW,ACTIVE,Transworld Terminals PVT LTD,CONTAINER FREIGHT STATION
0CC5EAUI77JPB,,INACTIVE,Fairview Heights,TO BE UPDATED
AI2MOTT66X8IT,PHMNLCO,ACTIVE,Oceanic Container Lines,DEPOT
3G0PFP8TTS96N,,INACTIVE,E Walpole,TO BE UPDATED
1R3Q66QRBY7NC,SZMATCD,ACTIVE,Express Cargo Depot,DEPOT
30OQPVXOKUW80,KEMBA09,ACTIVE,Alpha Depot,DEPOT
JQJTTTI3IXVHM,DZAGSTM,ACTIVE,Algiers Terminal 1,TERMINAL
EJRE5OOZSDKT5,TZDARPI,ACTIVE,PMM Estates Ltd,DEPOT
3EX9JNNVZSYV2,CNTSTIN,ACTIVE,Smart International Logistics Co,DEPOT
05HRV19TWLAWU,DELVK01,INACTIVE,Leverkusen,CUSTOMER LOCATION
QGKWE7KUWUCQW,CARICDC,ACTIVE,Quick Transload,CUSTOMER LOCATION
25C15UCQAZTXF,SYER0TM,ACTIVE,Latakia Terminal,TERMINAL
2LW19QLSYONVP,RUMOWR6,ACTIVE,Rhenus South port,RAIL TERMINAL
1VM6VM0E43SX7,USLSAAT,ACTIVE,Lsa Apl/Eagle Term Berth 302/Y257,TERMINAL
3Q0C42EU6ZLED,SEUME02,ACTIVE,NLC Terminal Umeaa,RAIL TERMINAL
33R8P9K5A2FEW,HNCOM01,ACTIVE,Comayagua Depot,DEPOT
0DFIMBMC7VOMC,PEPAITPE,ACTIVE,Terminales Portuarios Euroandinos,TERMINAL
0H8UWDYSTCW91,FIKTK01,ACTIVE,KOTKA CONTAINER-DEPOT,TERMINAL
1ZPV3GEK1PSOV,USLXQBT,INACTIVE,Lancaster - Bridge Terminal Transpo,TERMINAL
1ZUZ4EGOM5MJ7,AF8LKTR,ACTIVE,Herat Depot,DEPOT
ZI30CTTLDBUSX,CNSGHDH9,ACTIVE,SHANGHAI DONGHWA NO.9 DEPOT,DEPOT
1HE3XMH0EZK3I,DEBRE02,INACTIVE,Bremen / Star Service Center,CONTAINER FREIGHT STATION
2FVF3GNLF64CE,BRSSZCO,INACTIVE,"Santos, Armazens Gerais Columbia",TO BE UPDATED
PRRCFFDW45ZTA,BRSSZCN,ACTIVE,CONLOG,DEPOT
3DP0WFRFN4HL1,KEMBA05,ACTIVE,Rongai Workshop & Transport Ltd,DEPOT
05HQ22SEYFKAN,USLSVUP,INACTIVE,Las Vegas-Uprr,RAIL TERMINAL
3F748DDPCGXOF,,INACTIVE,Mattituck,TO BE UPDATED
0CQLK6GU7OR25,UAODSCS,ACTIVE,Container Service Off Dock Terminal,DEPOT
Z4UJKI4KWUHYT,UYMVDFW,ACTIVE,Fishing Wharf CFS,DEPOT
3NE1ZS9L3B0WI,BRSSAWR,ACTIVE,Wilport Ltda Patio A,DEPOT
25QTEQCIPXYM7,USSHVKC,INACTIVE,Kcs Rr Ramp Shreveport,DEPOT
1VW0BZOGC0W3J,,INACTIVE,Valley City Oh,TO BE UPDATED
2743757242683,FIHEL32P,INACTIVE,PLS DO NOT USE,DEPOT
3A9NJLRPOUE3F,CATO7,ACTIVE,Rate Of Exchange,CUSTOMER LOCATION
2VHOU235FDA1A,GNCKY03,ACTIVE,Depot Cite Chemin de Fer N2,DEPOT
2KNAIXXIQPYZX,NZMCHCT,ACTIVE,Christchurch Metroport,DEPOT
5413376118715,ZWMUT30P,INACTIVE,GREEN MOTORS SERVICES FREIGHT,DEPOT
2KJ8FBCHRWR8I,IRBSPPT,ACTIVE,Bandar Khomeini Port Terminal,TERMINAL
MEWXDJ66QLM7X,PHMNLC3,ACTIVE,Manila CY3 - IRS Depot,DEPOT
G54VZV30OLHAW,HNPCZPC,ACTIVE,Puerto Cortes CFS,CONTAINER FREIGHT STATION
0ZMRTUHPLBZID,BRSSZLL,ACTIVE,TRANSMODAL LOGISTICA LTDA,DEPOT
2128123823613,SEGOT33P,ACTIVE,Container Handel Depot,DEPOT
TNN2UVMD49NSL,USLGBWB,ACTIVE,WEST BASIN CONTAINER TERMINAL,TERMINAL
0XT8N93RVRGT4,LRMLWLW,ACTIVE,Freeport Area,CUSTOMER LOCATION
0ZV0LYQKQITVM,CZKOP01,INACTIVE,Koprivnice Terminal,TERMINAL
3P6LZQSCPZA8D,VNHPHHA,ACTIVE,Hai An Terminal,TERMINAL
3TPD3CWRG39FJ,JOAHZ02,ACTIVE,Aqaba Cfs,CONTAINER FREIGHT STATION
2OI1G790T0B93,INMAAEC,ACTIVE,Ennore Cargo Container Terminal,CONTAINER FREIGHT STATION
11IBUE7KYGD87,CGPNRBU,ACTIVE,Pointe Noire off-shore bunkering,TERMINAL
7244519399127,USLGB31P,ACTIVE,PACIFIC CONTAINER TERMINAL (PCT),TERMINAL
01NFVD02MFW5A,,INACTIVE,Sundern (Sauerland),TO BE UPDATED
2629763745996,ITNAP35P,INACTIVE,Sud Container Napoli,DEPOT
1D9ZCFA9QFRME,PT89DTM,INACTIVE,Horta Terminal,TERMINAL
G5MQDSHDJJREZ,CGPNRMTY,ACTIVE,Parc civil stockage des conteneurs,TERMINAL
JINQAORONVLMJ,MXLZCGC,ACTIVE,Golden Container Yard,DEPOT
V4VOUQ5QUDS9R,USHULWS,ACTIVE,WEBER STEPHEN PRODUCTS,DEPOT
3RBPARGQ5EBKX,USWIYAM,INACTIVE,Swift Container Service,DEPOT
1A56AY59UEGTV,BIFW701,ACTIVE,Maersk Burundi,TERMINAL
2JZFK6E3F8CXR,,INACTIVE,Morton  Pa,TO BE UPDATED
06L2CV8REBP8F,,INACTIVE,W Valley City  Ut,TO BE UPDATED
1JUCXGVBUM8VB,CZPRHTI,INACTIVE,Terminal Intrans,TERMINAL
05A2NFGUQYAT6,ZADUR34,INACTIVE,Grindrod JJ Container Depot,CUSTOMER LOCATION
0PR2238OEZKJQ,SNC5VTM,ACTIVE,Ziguinchor,TERMINAL
17EJ6VAFL7UFX,AFKHOCHA,ACTIVE,Khowst Depot via Chaman,CUSTOMER LOCATION
23A60TM3XAD8F,USLCHSP,INACTIVE,Lch-Sp Rr,RAIL TERMINAL
0ESMTFCRQQ1J1,CNTAWCK,INACTIVE,Chu Kong Trans. Co. Ltd.,BARGE TERMINAL
5914429354442,FRLEH37P,INACTIVE,TRUCK DEPOT TRANSPORT J.P.DUVAL,DEPOT
29UVDWW0SMLDM,,INACTIVE,Phuoc Long Icd,TERMINAL
OFENAUBFKNILD,PECALCO,ACTIVE,Contrans SAC,DEPOT
1G5MRNI40PQPF,CNPEIBR,ACTIVE,Beihai Bestrise,BARGE TERMINAL
3128103987839,NLROT68P,INACTIVE,ROTTERDAM SHORT SEA TERMINAL,DEPOT
2JFEAQMEZ86M7,GBLDS02,ACTIVE,Leeds Maritime,CONTAINER FREIGHT STATION
0UT3T1T04H49O,NZCHCCET,ACTIVE,LPC Depot,DEPOT
3H8N7W54KCZKM,CNNPODW,ACTIVE,NIngbo Beilun Donghwa Cont. Transp.,DEPOT
1BMWR7MRMEQ40,USLGB20P,INACTIVE,Price Transfer,CUSTOMER LOCATION
0WV60DDSOC29Q,CNZHQPR,INACTIVE,Zhaoqing/Pearl River Shipping Co.Lt,TO BE UPDATED
0H8TVH34BNKCN,PKFAITR,ACTIVE,Faisalabad Dry Port,DEPOT
H63BX3FQSHOXZ,THGBJEC,ACTIVE,EKACHAI CONTAINER TERMINAL CO LTD,DEPOT
958CAV28TMJRN,RUPLPMB,INACTIVE,MSCC Bronka,TERMINAL
PL2KQNPDH0XUQ,HNPCZSF,ACTIVE,STANDARD FRUIT DE HONDURAS PCR,DEPOT
MA9C7A3DTWWDH,INENNTM,ACTIVE,Adani Ennore Container Terminal,TERMINAL
00U5XYSPXF498,NOTRDRT,ACTIVE,Trondheim Rail Terminal,TERMINAL
HLOA6NVSE7UIM,USMEMMC,ACTIVE,Memphis CN Stellar Drop Yard,DEPOT
27E14Y0C1KWYF,NONARTM,INACTIVE,Narvik Terminal,TERMINAL
0S7B0WENZ9X1B,USFLL01,INACTIVE,Flr Fec Rail,RAIL TERMINAL
1SCFEIGSW060U,CNWUHIN,INACTIVE,Wuhan International,TO BE UPDATED
9455254333771,SAJED31P,ACTIVE,KANOO TERMINALSERVICES LTD,DEPOT
IB1GWSMJJXJZU,THBK1BA,ACTIVE,BMT Terminal,BARGE TERMINAL
317VW3O6XW2NY,,INACTIVE,Yloejaervi,TO BE UPDATED
3TYVOC15MEV0F,USOEN3M,INACTIVE,3 M Company,CUSTOMER LOCATION
DNM2VZJGIRELZ,BRPNGAS,ACTIVE,APMT SERVICOS RETROPORTUARIOS PNG,DEPOT
2TZ6M9CO55VTX,HNXXNLM,ACTIVE,La Mesa,CUSTOMER LOCATION
DOW1YJOFT0GVV,PETWCAG,ACTIVE,Agricola Pampa Baja,DEPOT
C3XLSNSYQJGLO,BRIOACF,ACTIVE,Clif Logistica,DEPOT
1DU0LFDHRVA1Z,USSMV01,INACTIVE,Martin Mills,CUSTOMER LOCATION
ZFLAI30OITGBF,ESVCIVA,ACTIVE,Valencia Anchorage,TERMINAL
0CBYEOXUA5WUQ,VNHPHNH,ACTIVE,Nam Hai Terminal,TERMINAL
1OUEWCJT0UVK1,GBBFS37P,ACTIVE,Norse Merchant Ferries (Belfast),TERMINAL
8029059878564,JPYOK32P,ACTIVE,Daikoku T-9,TERMINAL
1166415126606,ESRTA30P,ACTIVE,NAVAL STATION ROTA,TERMINAL
0611VC7EJ657D,NZINVRR,ACTIVE,Invercargill Railhead,RAIL TERMINAL
0MG5E244K9LMP,KRKWYDB,ACTIVE,Dongbu Kwangyang Terminal,TERMINAL
0MQ569MGGF575,RU4R2RR,ACTIVE,Nizhnevartovsk Rail Terminal,RAIL TERMINAL
2RSNFK65ED46D,USWENBN,INACTIVE,Columbia Rail,RAIL TERMINAL
0OD5FXXGBSDJ3,,INACTIVE,Delton      Mi,TO BE UPDATED
0UYAB18VE36NZ,,INACTIVE,Koudekerk A/D Riin,TO BE UPDATED
3HNS1R8GRTS3J,MXZLO02,ACTIVE,"Manzanillo, Operadora de la cuenca",TERMINAL
WG0DEWKO8YKSS,DZALGT1,ACTIVE,Algiers Terminal 1,TERMINAL
2XEK7V2T4AU0V,USMIALL,INACTIVE,Lykes Line,TERMINAL
1S1XW1J0BSLII,ARMEN01,ACTIVE,Mannor Hause,DEPOT
2FVJJTACMZIIN,,INACTIVE,Plymouth    Ma,TO BE UPDATED
0KJL40BC08UWV,JPKOBWX,ACTIVE,Kob Rokko Island - W.X,DEPOT
LZDQKA9WYGAX9,INDWWFF,ACTIVE,FIFO Future,DEPOT
1YN0PBPJYQFEN,,INACTIVE,Raymond     Oh,TO BE UPDATED
2308291649589,USCHI41P,INACTIVE,Shape Industries,CUSTOMER LOCATION
1W6H6DI4DYIDB,,INACTIVE,"Sylvester,Ga",TO BE UPDATED
0QDIHEL1J7WQV,USLAPND,INACTIVE,DO NOT USE - USE USHOUND,DEPOT
0YRUUBUBT9MZL,USWPBPB,ACTIVE,Port of Palm Beach,TERMINAL
0Z6SOD3YYGZSW,RULEDIOS,INACTIVE,St Petersburg IOS,TO BE UPDATED
0W607HOCXN782,SKKRERS,INACTIVE,Kremnica Rail Terminal,RAIL TERMINAL
LMFMIVKAKZHRF,UAODSLS,ACTIVE,Liski,RAIL TERMINAL
1B33ON2200QKE,CNZHUWT,INACTIVE,Wangfoong Transportation Ltd,BARGE TERMINAL
2P6TY6YC534HR,KHPNHPA,INACTIVE,Phnom Penh - Paragon,TO BE UPDATED
0I2SEWKOU0AXU,RONL4FZ,INACTIVE,Braila Free Zone Rail Terminal,RAIL TERMINAL
V45CJNGN2VNCV,USCLEUI,ACTIVE,Universal Intermodal,DEPOT
1PW2GWK9A4TY3,CNDAIDT,ACTIVE,Dalian Port Container Terminal Co,TERMINAL
12VR8XVMERJZD,VEPBLTA,ACTIVE,Taurel,DEPOT
ADCGSDXOHMGHV,INGURIP,ACTIVE,ICD PATLI,RAIL TERMINAL
0LMRXUK2KV05A,CNSGHYY,INACTIVE,Shanghai Jiangwan 500,TO BE UPDATED
3GA0JK2JUVNVW,USFINWP,INACTIVE,Findlay Whirlpool Distb'n Center,CUSTOMER LOCATION
6261185764457,USATL30P,INACTIVE,INTERMODAL CARTAGE COMPANY,DEPOT
135JJRZSXML0W,SEGOT13,ACTIVE,LCS Arendal,DEPOT
3A9CGX3LM45FJ,USTOPUP,INACTIVE,Closed/Up Railroad,RAIL TERMINAL
C1MB3AMVIIXXY,SEGOTWI,ACTIVE,WICAB Container AB,DEPOT
PRLHSD3TL2KYX,USBALZU,ACTIVE,Zust Baltimore Equipment Pool,CUSTOMER LOCATION
2XECSC91YIE7Z,,INACTIVE,"La Union,El Salvador",TO BE UPDATED
3CNK0H24GHV43,MNULB02,ACTIVE,Mongoltrans Company,DEPOT
2B89B3SO0W66X,FIRAATM,ACTIVE,Raahe Terminal,TERMINAL
RDOD1G82XWHZJ,EGTANDP,ACTIVE,Tanta Industrial Zone,DEPOT
3HSSQRS41PEGJ,USCDOTM,ACTIVE,Cordova Terminal Dock,TERMINAL
MLGI26JFVAI2T,CAMSSRR,ACTIVE,MISSISSAUGA CN Rail Ramp,RAIL TERMINAL
2UDXS498OKXHB,USSTL02,INACTIVE,Use Usstlns,DEPOT
5540621022480,AEAMN30P,INACTIVE,AJMAN PORT SERVICES CFS,DEPOT
2QQY8DGMNQLAW,IEDUB05,ACTIVE,"Dublin, Reefertech",DEPOT
1L8B7WZQ40GAM,CNTIICS,INACTIVE,Conbridge Shipping Ltd.,TO BE UPDATED
CA1PUE0IX0DAI,INFARAC,ACTIVE,Anchor Container Services pvt Ltd.,DEPOT
0RXGBUHTCMGZP,,INACTIVE,Launceston Toll Tasmania,DEPOT
MZMQS1D6XN1UH,BEANTHT,ACTIVE,Handico Terminals,DEPOT
SEGZW06N0NAZB,IDJKTCT,ACTIVE,Jakarta Conventional Transhipment P,TERMINAL
8034014281833,FIHEL30P,ACTIVE,HELSINKI CONTAINER-DEPOT,DEPOT
AOFHATCQWQ3LJ,UYMVDUE,ACTIVE,Utilaje Reefer Terminal,DEPOT
28HA5T83COMRR,JPETJ01,ACTIVE,Etajima Hiroshima Japan,TERMINAL
2OPO4P9NTMD84,INMAAVK,INACTIVE,"Viking CFS, Chennai",CONTAINER FREIGHT STATION
37J4F4N9BYHZ3,,INACTIVE,E Alton,TO BE UPDATED
3N4M3UO168XF7,AOLADTM3,ACTIVE,"Panguila, Sogester New ICD",DEPOT
2BAOGIZ3WP8YT,NLROT29,INACTIVE,Uniport Rotterdam,TERMINAL
044K7A694OMCP,,INACTIVE,Cosco Terminal,TERMINAL
G9AVQNOAZXFZM,PGPOMMT,ACTIVE,MOTUKEA TERMINAL,TERMINAL
31AZT4M6TY2H5,BRSSZRL,ACTIVE,Repcon Logistica,TERMINAL
NWV9HJOYLIXTB,CRMOITC,ACTIVE,Terminal de Contenedores de Moin,TERMINAL
QU6VLAISCAFVU,BEANTCN,INACTIVE,Cetem Containers NV,DEPOT
01SND4FGGEQT1,ITVRNHT,ACTIVE,Hangartner Terminal Verona,RAIL TERMINAL
TOETZSWNJLXNW,FIKJLKP,ACTIVE,Kalajoki Port,TERMINAL
087YE60FE16X5,CNFOSTH,ACTIVE,Foshan Tianhao Repairshop,DEPOT
C4A1UFAPWTBVJ,BRPNGLA,ACTIVE,"Lavoura S,A",DEPOT
OSSTXFEFZYGLO,KRINCSN,ACTIVE,Sun-Kwang Newport Container Trml,TERMINAL
2A59IY5D2HCW4,AERKTTM,ACTIVE,MINA SAQR CONTAINER TERMINAL,TERMINAL
8744497987788,ATXGJ30P,INACTIVE,Speditionsservice Ranshofen Gmbh,DEPOT
5B6CPUKSDACLL,GHTKDTL,ACTIVE,TACOTEL LIMITED,CONTAINER FREIGHT STATION
19PQPDURH6F0E,DOJYMFZ,ACTIVE,Santiago Free Zone,TO BE UPDATED
1VCQF5E4RGVOE,USNWKTM,ACTIVE,Port Newark Container Terminal F577,TERMINAL
YTPUMFEIAGEKN,PACCSTM,ACTIVE,Colon Container Terminal,TERMINAL
1AOLFQLF0VABH,FKPEYTM,INACTIVE,Port Stanley Terminal,TERMINAL
1AOG45GBBX1SV,PLGDYDT,INACTIVE,Depot Terminal Gdynia,DEPOT
12M6OWVLYW9Q5,USXFSSG,INACTIVE,St George Whse & Truck Co CA,CUSTOMER LOCATION
00JU10XS24TTJ,CNLIUNY,INACTIVE,Nangyang International Shipping,DEPOT
5935085530363,SAJED33P,ACTIVE,Exxonmobil Chemicals,DEPOT
3OPHLVMUWR23B,USHERUP,INACTIVE,Sierra Army Depot,DEPOT
0DYSK47EEIX6N,USLOUJH,INACTIVE,Pls use USWTJNS,TO BE UPDATED
3BI2BAHIWQNIL,KEMBAWP,ACTIVE,WFP Warehose Changamwe,CONTAINER FREIGHT STATION
1Y7VDCE2P19U1,ESALRAT,ACTIVE,Autransa,DEPOT
3S1T50R2B408C,USFPADC,INACTIVE,AAFES Atlanta Dist Center,CUSTOMER LOCATION
3Q0IEQ289TZCF,ARBUETB,ACTIVE,Terbasa Terminal BS. AS. S.A.,DEPOT
0H21L794NELNV,GBCGC03,ACTIVE,"Coatbridge, Calder Cont",CUSTOMER LOCATION
36ZHLDOUH1FRT,CAMONTM,ACTIVE,Termont Terminal Inc,TERMINAL
8420677179667,BE5ZT30P,INACTIVE,Athus Off-Hire,DEPOT
030I5F99XQIHK,BRNVMTR,INACTIVE,"Novo Hamburgo, Transgalla Transport",DEPOT
GUREQSEK5TIJR,CNTSK07,ACTIVE,Zhanjiang Barge,BARGE TERMINAL
4713516447094,BRA5T30P,ACTIVE,CARGO LINK ARM. DE CARGAS LTDA.,DEPOT
2XXVKD2CY5Y7Y,,INACTIVE,Willsbach (Obersulm),TO BE UPDATED
14SAY3SFXP2MO,CLANFTM,INACTIVE,Antofagasta Terminal,DEPOT
09LIRMTDXEK17,GRPIRL2,ACTIVE,Maersk logistic's- latsinos depot,DEPOT
MLMAWOGP3QZ2U,IDJKTSP,ACTIVE,SPIL Marunda,DEPOT
39G2KVUTCDY7Z,,INACTIVE,"Virgin Gorda,V.I.",TO BE UPDATED
3C1IOA5SE1LM8,USNWK03G,INACTIVE,Croxton Gate,TERMINAL
3TYXA0DCBEF0F,USFORUP,INACTIVE,Forrest City-Up Rr,RAIL TERMINAL
2J5QMJ1Y5W873,,INACTIVE,"Vidalia, La",TO BE UPDATED
3EX1MJH2SCMEF,RULED04,ACTIVE,Sovmortrans Terminal,DEPOT
0X20BI41JBSJ7,ZAPLZMP,INACTIVE,Port Elizabeth MPT Terminal,TERMINAL
38CTKLWXZMV7J,,INACTIVE,Stamford    Ct,TO BE UPDATED
2GAJMNJX8NENY,TRIZM03,ACTIVE,Egeturk Empty DepotPLS DO NOT USE,DEPOT
3K3UJSJ93T9XB,USEDISO,INACTIVE,Eden,DEPOT
XQPEC3BBGQYXA,CLTHOST,ACTIVE,SITRANS TALCAHUANO,DEPOT
1SLQPXSVUFEWK,,INACTIVE,Kansas City Piggyback,DEPOT
9098347406414,NZAKL32P,INACTIVE,JELLICOE WHARF,TERMINAL
0DA7BPVXIV2QW,SVLOUCF,ACTIVE,Lourdes Container Freight Station,CONTAINER FREIGHT STATION
BFA8RKEDZNJFO,TZDARAL,ACTIVE,ACCESS LOGISTICS,DEPOT
3JU8Z4LTJ5EZM,,INACTIVE,Pls use NIMGATM,DEPOT
1388617302938,NLROT81P,INACTIVE,Occ Butaanweg Off-Hire Depot,DEPOT
0ERCK1LHDWXT3,SGSINPC,INACTIVE,Poh Tiong Choon Logistics Pandan,DEPOT
2PV5FMJU71YOX,CNNANHH,INACTIVE,HungHing Sealand Transportation Ltd,BARGE TERMINAL
0P4ZK8TQBDKU1,USBOSJT,ACTIVE,JARVIS TRANS BOSTON,DEPOT
3BWJ1XDLLNTKV,USJAXTR,INACTIVE,Jacksonville,TO BE UPDATED
2595356620194,GBBRU30P,ACTIVE,"Bruton, Station Road Export Service",DEPOT
1UXP86V1UKTVP,INMAASE,ACTIVE,Sanco Trans Limited - Empty yard,DEPOT
8PBKQDDLGOLAM,CMDLASE,ACTIVE,SEPBC Yard,DEPOT
JGGXFBV3F3FID,PTBBLRR,INACTIVE,Bobadela Rail,RAIL TERMINAL
0706408769221,BRA5T31P,ACTIVE,Wrc Operators Portuarios Ltda.,TERMINAL
3Q7G053PNW28W,CNMAWYH,INACTIVE,Shenzhen Mawan YongHao Depot,DEPOT
352EPAQBEYPGA,PECALXX,INACTIVE,Callao Terminal,TERMINAL
T2BPH49EQIBLB,GBFXSJK,ACTIVE,James Kemball Container Svcs,DEPOT
3MKYMR42N8C5B,USMIN01,INACTIVE,Minneapolis - Trimodal Inc,DEPOT
0JQ9A68LMOI7E,GBLPL09,ACTIVE,"Liverpool, DFW log",CUSTOMER LOCATION
2YCJIKDIYMFXK,DEAZYM1,INACTIVE,Alzey Military Depot,DEPOT
0RXEOUE4ZYQNZ,,INACTIVE,Rockleigh   Nj,TO BE UPDATED
LEU9MU71KMFGF,IDSUBCP,ACTIVE,Surabaya Conventional Port,TERMINAL
32LVKR6JA75OE,,INACTIVE,Sta Maria Corco,TO BE UPDATED
12ZLI7DDSJETB,ESAEIDP,ACTIVE,Depot Almeria RIC,DEPOT
2B88CC9VEAGZJ,,INACTIVE,W Mifflin,TO BE UPDATED
1VMJX39KO4V3Z,,INACTIVE,Lemar Micro Shipm,TO BE UPDATED
3D5IL7UEKAMQS,CNTJN20P,INACTIVE,Tianjin Yuanchang,DEPOT
9791728216126,USLAX45P,ACTIVE,Refregerated Container Of Ca,DEPOT
3ABI0BJ5COXDF,ESVCIDL,ACTIVE,DOCKS LOGISTICS,DEPOT
BBMBF7FW3M8OZ,CANWEDC,ACTIVE,Damco New Westminister,CUSTOMER LOCATION
1ZQ9ZPHSBDDCA,SEWALPT,INACTIVE,Wallhamn Port Terminal,TERMINAL
